customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct,cohort_month,tenure_bucket,recency_days,frequency_per_month,historical_clv,clv_tier,signup_year_month,churn_month
C03927,2024-04-02,Basic,24.06,14,0,,billing,7.0,0.0,2025-01-06,Card,North America,45-54,Paid Ads,3,0,1,0.037,2024-04-01,13-24,334,0.5,324.38,Medium,2024-04,
C04085,2024-04-02,Standard,44.69,14,0,,billing,14.0,1.0,2025-05-19,Card,North America,25-34,Email,2,0,1,0.015,2024-04-01,13-24,201,1.0,616.28,High,2024-04,
C05686,2024-04-02,Standard,42.12,16,0,,billing,14.0,1.0,2025-05-15,Card,Europe,35-44,Email,3,0,1,0.063,2024-04-01,13-24,205,0.875,631.46,High,2024-04,
C07206,2024-04-02,Premium,83.19125,14,0,,billing,15.0,0.0,2025-05-17,Card,APAC,35-44,Email,5,0,1,0.15387499999999998,2024-04-01,13-24,203,1.0714285714285714,985.46,High,2024-04,
C01737,2024-04-03,Premium,67.29,8,1,2024-07-28,billing,13.0,1.0,2024-07-07,Card,APAC,35-44,Email,2,1,1,0.15387499999999998,2024-04-01,7-12,517,1.625,455.49,Medium,2024-04,2024-07-01
C02549,2024-04-03,Basic,17.96,10,1,2024-06-23,price sensitivity,10.0,0.0,2024-12-06,Card,North America,25-34,Direct,3,0,1,0.067,2024-04-01,7-12,365,1.0,167.57,Low,2024-04,2024-06-01
C04134,2024-04-03,Standard,41.96,14,0,,billing,12.0,1.0,2025-05-21,Card,APAC,45-54,Organic Search,1,1,1,0.012,2024-04-01,13-24,199,0.8571428571428571,580.39,High,2024-04,
C04340,2024-04-03,Basic,15.81,14,0,,billing,4.0,1.0,2025-05-29,ACH,Latin America,45-54,Organic Search,0,0,1,0.014,2024-04-01,13-24,191,0.2857142857142857,218.24,Medium,2024-04,
C04707,2024-04-03,Premium,83.19125,8,1,2024-06-16,billing,13.0,1.0,2024-05-18,Card,Latin America,35-44,Referral,5,0,1,0.014,2024-04-01,7-12,567,1.625,656.21,High,2024-04,2024-06-01
C05769,2024-04-03,Basic,35.34,14,1,2024-08-09,billing,5.0,2.0,2024-07-28,Card,Latin America,55+,Partnerships,1,1,1,0.053,2024-04-01,13-24,496,0.35714285714285715,468.54,Medium,2024-04,2024-08-01
C07187,2024-04-03,Standard,35.62,9,1,2024-11-08,billing,7.0,0.0,2024-12-10,Card,North America,55+,Paid Ads,1,0,1,0.013,2024-04-01,7-12,361,0.7777777777777778,316.41,Medium,2024-04,2024-11-01
C00667,2024-04-04,Standard,40.37,14,0,,billing,10.0,0.0,2025-05-31,Card,Latin America,18-24,Referral,4,0,1,0.01,2024-04-01,13-24,189,0.7142857142857143,559.53,High,2024-04,
C01008,2024-04-04,Premium,80.26,14,0,,billing,13.0,2.0,2025-05-29,Card,North America,25-34,Paid Ads,4,0,1,0.016,2024-04-01,13-24,191,0.9285714285714286,1105.66,High,2024-04,
C01767,2024-04-04,Basic,15.8,11,1,2025-01-17,competitor,6.0,2.0,2024-12-24,Card,Latin America,35-44,Organic Search,2,0,1,0.15387499999999998,2024-04-01,7-12,347,0.5454545454545454,147.06,Low,2024-04,2025-01-01
C02350,2024-04-04,Basic,12.74,14,0,,billing,5.0,0.0,2025-05-25,PayPal,Latin America,25-34,Direct,1,0,1,0.036,2024-04-01,13-24,195,0.35714285714285715,171.94,Low,2024-04,
C03129,2024-04-04,Standard,37.51,13,1,2025-02-12,competitor,10.0,0.0,2025-01-26,Card,APAC,55+,Direct,3,0,1,0.029,2024-04-01,13-24,314,0.7692307692307693,473.49,Medium,2024-04,2025-02-01
C04126,2024-04-04,Basic,21.97,12,1,2024-10-31,billing,6.0,2.0,2024-09-19,Card,North America,25-34,Partnerships,1,0,1,0.15387499999999998,2024-04-01,7-12,443,0.5,223.07,Medium,2024-04,2024-10-01
C04270,2024-04-04,Standard,41.91,10,1,2024-10-23,billing,12.0,1.0,2024-10-02,ACH,Latin America,35-44,Paid Ads,5,0,1,0.03,2024-04-01,7-12,430,1.2,406.53,Medium,2024-04,2024-10-01
C04797,2024-04-04,Standard,28.14,11,1,2024-06-09,product dissatisfaction,9.0,1.0,2024-08-17,Card,Europe,18-24,Organic Search,2,0,1,0.04,2024-04-01,7-12,476,0.8181818181818182,297.16,Medium,2024-04,2024-06-01
C06119,2024-04-04,Basic,23.32,10,1,2024-08-12,billing,7.0,2.0,2024-10-31,Card,Europe,45-54,Organic Search,1,0,1,0.053,2024-04-01,7-12,401,0.7,220.84,Medium,2024-04,2024-08-01
C07124,2024-04-04,Basic,15.92,7,1,2024-10-27,competitor,6.0,1.0,2024-10-03,PayPal,Europe,25-34,Email,2,1,1,0.065,2024-04-01,7-12,429,0.8571428571428571,104.2,Low,2024-04,2024-10-01
C00159,2024-04-05,Standard,39.25,14,0,,billing,10.0,1.0,2025-04-06,Card,Europe,35-44,Organic Search,2,0,1,0.061,2024-04-01,13-24,244,0.7142857142857143,515.98,High,2024-04,
C00629,2024-04-05,Premium,66.9,14,0,,billing,14.0,0.0,2025-05-31,Card,North America,25-34,Direct,3,1,1,0.15387499999999998,2024-04-01,13-24,189,1.0,792.48,High,2024-04,
C00876,2024-04-05,Standard,36.73,7,1,2024-11-02,billing,10.0,4.0,2024-09-28,Card,APAC,25-34,Organic Search,4,0,1,0.028,2024-04-01,7-12,434,1.4285714285714286,249.91,Medium,2024-04,2024-11-01
C01152,2024-04-05,Basic,16.45,9,1,2024-10-28,price sensitivity,6.0,1.0,2024-10-13,Card,Latin America,18-24,Paid Ads,4,1,1,0.024,2024-04-01,7-12,419,0.6666666666666666,144.5,Low,2024-04,2024-10-01
C01636,2024-04-05,Standard,53.35,13,0,,billing,11.0,0.0,2025-03-06,Card,APAC,35-44,Email,0,0,1,0.108,2024-04-01,13-24,275,0.8461538461538461,618.65,High,2024-04,
C02666,2024-04-05,Basic,25.33,13,0,,billing,5.0,2.0,2025-05-29,Card,Latin America,18-24,Referral,0,0,1,0.041,2024-04-01,13-24,191,0.38461538461538464,315.79,Medium,2024-04,
C07279,2024-04-05,Standard,36.01,11,1,2024-01-08,support issues,6.0,5.0,2024-06-25,ACH,Latin America,55+,Organic Search,1,0,1,0.053,2024-04-01,7-12,529,0.5454545454545454,375.12,Medium,2024-04,2024-01-01
C00420,2024-04-06,Standard,47.46,14,0,,billing,10.0,3.0,2025-05-16,Card,Latin America,25-34,Referral,3,0,1,0.004,2024-04-01,13-24,204,0.7142857142857143,661.78,High,2024-04,
C00570,2024-04-06,Basic,19.23,10,1,2025-03-14,competitor,4.0,1.0,2025-02-13,Card,Europe,35-44,Paid Ads,1,0,1,0.131,2024-04-01,7-12,296,0.4,167.11,Low,2024-04,2025-03-01
C02199,2024-04-06,Basic,20.98,8,1,2024-12-20,competitor,7.0,1.0,2024-03-12,Card,APAC,35-44,Organic Search,2,0,1,0.005,2024-04-01,7-12,634,0.875,167.0,Low,2024-04,2024-12-01
C02251,2024-04-06,Standard,35.45,11,1,2024-04-09,product dissatisfaction,11.0,2.0,2024-08-08,PayPal,APAC,18-24,Paid Ads,5,0,1,0.003,2024-04-01,7-12,485,1.0,388.78,Medium,2024-04,2024-04-01
C02715,2024-04-06,Standard,38.23,14,0,,billing,14.0,0.0,2025-05-31,Card,APAC,35-44,Organic Search,4,0,1,0.051,2024-04-01,13-24,189,1.0,507.92,High,2024-04,
C03236,2024-04-06,Standard,40.89,12,0,,billing,12.0,2.0,2025-02-06,PayPal,Latin America,35-44,Organic Search,5,0,1,0.014,2024-04-01,7-12,303,1.0,483.81,Medium,2024-04,
C04173,2024-04-06,Premium,83.03,14,0,,billing,17.0,0.0,2025-05-18,ACH,Europe,45-54,Partnerships,5,0,1,0.077,2024-04-01,13-24,202,1.2142857142857142,1072.91,High,2024-04,
C05250,2024-04-06,Standard,34.35,7,1,2024-10-24,billing,10.0,2.0,2024-09-21,Card,North America,35-44,Referral,1,0,1,0.15387499999999998,2024-04-01,7-12,441,1.4285714285714286,203.45,Medium,2024-04,2024-10-01
C05950,2024-04-06,Basic,24.92,14,1,2025-02-04,billing,8.0,2.0,2025-02-26,Card,APAC,25-34,Direct,2,0,1,0.15387499999999998,2024-04-01,13-24,283,0.5714285714285714,295.2,Medium,2024-04,2025-02-01
C06273,2024-04-06,Basic,17.87,12,0,,billing,6.0,1.0,2025-05-27,Card,Latin America,45-54,Partnerships,4,0,1,0.07,2024-04-01,7-12,193,0.5,199.43,Medium,2024-04,
C06818,2024-04-06,Premium,77.51,14,0,,billing,17.0,0.0,2025-05-29,Wallet,Europe,18-24,Paid Ads,4,0,1,0.153,2024-04-01,13-24,191,1.2142857142857142,919.11,High,2024-04,
C00494,2024-04-07,Standard,50.31,11,0,,billing,13.0,0.0,2025-05-27,PayPal,North America,35-44,Partnerships,5,0,1,0.051,2024-04-01,7-12,193,1.1818181818181819,525.19,High,2024-04,
C01217,2024-04-07,Basic,24.1,12,1,2024-09-01,price sensitivity,9.0,2.0,2024-07-12,Wallet,North America,18-24,Direct,5,0,1,0.053,2024-04-01,7-12,512,0.75,273.87,Medium,2024-04,2024-09-01
C01525,2024-04-07,Basic,17.05,9,1,2025-03-16,price sensitivity,5.0,2.0,2025-01-28,Card,Europe,25-34,Partnerships,2,1,1,0.025,2024-04-01,7-12,312,0.5555555555555556,149.61,Low,2024-04,2025-03-01
C01873,2024-04-07,Standard,48.5,10,1,2025-03-20,billing,9.0,1.0,2025-02-28,PayPal,Europe,18-24,Direct,5,0,1,0.011,2024-04-01,7-12,281,0.9,479.66,Medium,2024-04,2025-03-01
C02901,2024-04-07,Standard,45.05,14,0,,billing,13.0,2.0,2025-05-31,Card,North America,55+,Partnerships,3,0,1,0.073,2024-04-01,13-24,189,0.9285714285714286,584.66,High,2024-04,
C03876,2024-04-07,Basic,14.48,11,0,,billing,7.0,2.0,2025-05-25,Card,Europe,25-34,Organic Search,2,0,1,0.051,2024-04-01,7-12,195,0.6363636363636364,151.16,Low,2024-04,
C05082,2024-04-07,Standard,37.88,14,0,,billing,10.0,2.0,2025-05-27,Card,Europe,45-54,Paid Ads,3,0,1,0.058,2024-04-01,13-24,193,0.7142857142857143,499.56,High,2024-04,
C06340,2024-04-07,Standard,46.33,7,1,2024-10-30,billing,8.0,2.0,2024-09-24,Card,North America,18-24,Paid Ads,1,1,1,0.062,2024-04-01,7-12,438,1.1428571428571428,304.2,Medium,2024-04,2024-10-01
C06750,2024-04-07,Standard,33.47,14,0,,billing,15.0,1.0,2025-05-29,ACH,North America,55+,Partnerships,5,0,1,0.064,2024-04-01,13-24,191,1.0714285714285714,438.59,Medium,2024-04,
C00782,2024-04-08,Basic,14.08,9,1,2025-05-04,billing,9.0,2.0,2025-01-03,Card,Latin America,35-44,Partnerships,2,0,1,0.15387499999999998,2024-04-01,7-12,337,1.0,107.22,Low,2024-04,2025-05-01
C01051,2024-04-08,Standard,34.53,14,0,,billing,10.0,1.0,2025-05-29,PayPal,North America,25-34,Referral,3,0,1,0.066,2024-04-01,13-24,191,0.7142857142857143,451.51,Medium,2024-04,
C01128,2024-04-08,Standard,39.02,10,0,,billing,10.0,0.0,2025-05-21,ACH,APAC,35-44,Direct,1,0,1,0.15387499999999998,2024-04-01,7-12,199,1.0,330.16,Medium,2024-04,
C01241,2024-04-08,Basic,20.89,8,1,2024-07-10,competitor,6.0,1.0,2024-10-06,ACH,North America,45-54,Referral,2,3,1,0.072,2024-04-01,7-12,426,0.75,155.09,Low,2024-04,2024-07-01
C01985,2024-04-08,Basic,22.19,4,1,2024-09-21,billing,6.0,1.0,2024-07-09,ACH,Latin America,45-54,Paid Ads,1,0,1,0.058,2024-04-01,4-6,515,1.5,83.61,Low,2024-04,2024-09-01
C02970,2024-04-08,Standard,34.06,10,0,,billing,16.0,0.0,2025-05-24,Card,North America,55+,Referral,4,0,1,0.046,2024-04-01,7-12,196,1.6,324.93,Medium,2024-04,
C02992,2024-04-08,Basic,15.85,10,0,,billing,7.0,1.0,2025-05-29,Card,North America,45-54,Direct,5,0,1,0.067,2024-04-01,7-12,191,0.7,147.88,Low,2024-04,
C00283,2024-04-09,Standard,35.72,9,1,2025-05-02,competitor,13.0,1.0,2025-04-04,Card,North America,25-34,Direct,3,0,1,0.011,2024-04-01,7-12,246,1.4444444444444444,317.94,Medium,2024-04,2025-05-01
C00736,2024-04-09,Basic,11.02,9,1,2025-03-22,billing,9.0,2.0,2025-02-28,Card,North America,25-34,Partnerships,2,0,1,0.012,2024-04-01,7-12,281,1.0,97.99,Low,2024-04,2025-03-01
C02659,2024-04-09,Standard,39.16,9,0,,billing,14.0,0.0,2025-05-22,Wallet,Europe,25-34,Paid Ads,3,0,1,0.15387499999999998,2024-04-01,7-12,198,1.5555555555555556,298.21,Medium,2024-04,
C03002,2024-04-09,Basic,16.03,9,1,2025-05-31,support issues,12.0,2.0,2025-04-13,Card,North America,35-44,Referral,4,0,1,0.02,2024-04-01,7-12,237,1.3333333333333333,141.38,Low,2024-04,2025-05-01
C03903,2024-04-09,Standard,43.21,14,0,,billing,4.0,2.0,2025-01-06,ACH,APAC,18-24,Direct,1,0,1,0.0,2024-04-01,13-24,334,0.2857142857142857,604.94,High,2024-04,
C04395,2024-04-09,Standard,38.87,14,0,,billing,13.0,2.0,2025-05-22,Card,APAC,18-24,Partnerships,4,0,1,0.012,2024-04-01,13-24,198,0.9285714285714286,537.65,High,2024-04,
C04879,2024-04-09,Basic,28.63,3,1,2024-10-11,no usage,8.0,0.0,2024-12-10,Card,Europe,25-34,Paid Ads,2,0,1,0.077,2024-04-01,0-3,361,2.6666666666666665,79.28,Low,2024-04,2024-10-01
C05376,2024-04-09,Premium,83.19125,9,1,2025-03-04,no usage,12.0,2.0,2025-01-23,ACH,Latin America,35-44,Paid Ads,5,0,1,0.063,2024-04-01,7-12,317,1.3333333333333333,701.55,High,2024-04,2025-03-01
C02155,2024-04-10,Standard,40.41,6,1,2025-01-04,competitor,10.0,0.0,2025-03-14,ACH,North America,45-54,Organic Search,2,0,1,0.04,2024-04-01,4-6,267,1.6666666666666667,232.76,Medium,2024-04,2025-01-01
C02842,2024-04-10,Standard,44.74,8,0,,billing,8.0,1.0,2025-05-21,Card,Europe,18-24,Paid Ads,1,0,1,0.078,2024-04-01,7-12,199,1.0,330.0,Medium,2024-04,
C03068,2024-04-10,Basic,15.74,7,1,2025-03-16,price sensitivity,5.0,3.0,2025-02-13,PayPal,Latin America,25-34,Partnerships,0,1,1,0.03,2024-04-01,7-12,296,0.7142857142857143,106.87,Low,2024-04,2025-03-01
C04533,2024-04-10,Basic,18.23,8,1,2025-04-05,price sensitivity,8.0,1.0,2025-09-04,PayPal,Europe,35-44,Direct,5,0,1,0.047,2024-04-01,7-12,93,1.0,138.99,Low,2024-04,2025-04-01
C04567,2024-04-10,Premium,68.74,5,1,2025-12-02,billing,14.0,0.0,2025-01-24,Card,Europe,45-54,Paid Ads,5,0,1,0.0,2024-04-01,4-6,316,2.8,343.7,Medium,2024-04,2025-12-01
C06550,2024-04-10,Premium,79.26,8,0,,billing,15.0,0.0,2025-05-21,Card,Latin America,35-44,Referral,2,0,1,0.009,2024-04-01,7-12,199,1.875,628.37,High,2024-04,
C00432,2024-04-11,Basic,13.34,4,1,2025-01-17,price sensitivity,2.0,5.0,2024-11-29,Card,Europe,25-34,Referral,1,0,1,0.016,2024-04-01,4-6,372,0.5,52.51,Low,2024-04,2025-01-01
C00471,2024-04-11,Basic,17.46,5,1,2025-03-12,competitor,6.0,1.0,2025-02-16,Wallet,North America,55+,Organic Search,0,0,1,0.014,2024-04-01,4-6,293,1.2,86.08,Low,2024-04,2025-03-01
C00739,2024-04-11,Basic,22.16,7,1,2025-01-19,billing,8.0,1.0,2024-12-31,Card,APAC,45-54,Organic Search,3,0,1,0.028,2024-04-01,7-12,340,1.1428571428571428,150.78,Low,2024-04,2025-01-01
C00805,2024-04-11,Basic,12.59,4,1,2025-02-03,competitor,3.0,3.0,2025-01-29,Card,APAC,25-34,Organic Search,0,1,1,0.003,2024-04-01,4-6,311,0.75,50.21,Low,2024-04,2025-02-01
C01602,2024-04-11,Standard,45.61,7,0,,billing,11.0,2.0,2025-04-06,Card,APAC,45-54,Referral,5,0,1,0.15387499999999998,2024-04-01,7-12,244,1.5714285714285714,270.14,Medium,2024-04,
C02743,2024-04-11,Premium,63.57,14,0,,billing,13.0,0.0,2025-07-06,Card,Europe,25-34,Email,5,0,1,0.033,2024-04-01,13-24,153,0.9285714285714286,860.61,High,2024-04,
C04069,2024-04-11,Premium,73.83,7,0,,billing,13.0,0.0,2025-06-04,Card,Europe,55+,Direct,5,0,1,0.056,2024-04-01,7-12,185,1.8571428571428572,487.87,Medium,2024-04,
C06355,2024-04-11,Standard,37.75,7,1,2025-01-05,billing,9.0,1.0,2025-05-04,Card,North America,55+,Paid Ads,1,0,1,0.05,2024-04-01,7-12,216,1.2857142857142858,251.04,Medium,2024-04,2025-01-01
C06503,2024-04-11,Premium,54.53,9,1,2024-09-21,billing,11.0,1.0,2024-09-03,PayPal,APAC,25-34,Email,2,0,1,0.076,2024-04-01,7-12,459,1.2222222222222223,453.47,Medium,2024-04,2024-09-01
C01000,2024-04-12,Basic,18.04,11,1,2025-02-17,no usage,6.0,3.0,2025-10-01,Card,Europe,35-44,Direct,2,1,1,0.076,2024-04-01,7-12,66,0.5454545454545454,183.36,Low,2024-04,2025-02-01
C01442,2024-04-12,Standard,36.23,14,0,,billing,9.0,0.0,2025-06-02,Card,Europe,55+,Direct,0,0,1,0.054,2024-04-01,13-24,187,0.6428571428571429,479.83,Medium,2024-04,
C02959,2024-04-12,Standard,36.83,14,0,,billing,14.0,0.0,2025-06-10,Wallet,North America,35-44,Organic Search,2,0,1,0.048,2024-04-01,13-24,179,1.0,490.87,High,2024-04,
C03226,2024-04-12,Basic,25.7,5,1,2025-04-15,billing,6.0,5.0,2025-03-29,Card,Latin America,35-44,Direct,1,0,1,0.042,2024-04-01,4-6,252,1.2,123.1,Low,2024-04,2025-04-01
C03627,2024-04-12,Basic,19.78,6,1,2025-03-13,billing,3.0,4.0,2025-02-19,Card,APAC,35-44,Paid Ads,0,0,1,0.109,2024-04-01,4-6,290,0.5,105.74,Low,2024-04,2025-03-01
C03847,2024-04-12,Basic,11.6,6,1,2025-05-31,price sensitivity,8.0,3.0,2025-08-05,Wallet,Latin America,25-34,Organic Search,2,0,1,0.046,2024-04-01,4-6,123,1.3333333333333333,66.4,Low,2024-04,2025-05-01
C04429,2024-04-12,Standard,49.07,6,1,2025-05-14,billing,7.0,4.0,2025-09-04,PayPal,Latin America,35-44,Email,4,0,1,0.097,2024-04-01,4-6,93,1.1666666666666667,265.86,Medium,2024-04,2025-05-01
C04504,2024-04-12,Premium,67.23,6,1,2025-02-24,billing,16.0,0.0,2025-02-01,Card,Europe,25-34,Direct,5,0,1,0.15387499999999998,2024-04-01,4-6,308,2.6666666666666665,341.31,Medium,2024-04,2025-02-01
C00017,2024-04-13,Standard,41.2,14,0,,billing,11.0,1.0,2025-03-06,Card,Europe,45-54,Organic Search,2,0,1,0.124,2024-04-01,13-24,275,0.7857142857142857,505.28,High,2024-04,
C00608,2024-04-13,Basic,21.57,12,1,2025-01-05,support issues,9.0,4.0,2024-11-29,Wallet,Europe,25-34,Organic Search,4,0,1,0.066,2024-04-01,7-12,372,0.75,241.76,Medium,2024-04,2025-01-01
C02811,2024-04-13,Standard,37.69,14,0,,billing,12.0,0.0,2025-08-06,Card,North America,55+,Organic Search,2,0,1,0.036,2024-04-01,13-24,122,0.8571428571428571,508.66,High,2024-04,
C03311,2024-04-13,Basic,18.86,12,1,2025-01-04,no usage,4.0,2.0,2024-11-22,PayPal,Europe,25-34,Paid Ads,3,0,1,0.041,2024-04-01,7-12,379,0.3333333333333333,217.04,Medium,2024-04,2025-01-01
C05065,2024-04-13,Premium,65.29,14,0,,billing,17.0,0.0,2025-06-12,Wallet,North America,35-44,Referral,3,0,1,0.15387499999999998,2024-04-01,13-24,177,1.2142857142857142,773.41,High,2024-04,
C05556,2024-04-13,Standard,36.4,14,0,,billing,11.0,2.0,2025-06-03,Card,APAC,18-24,Paid Ads,3,1,1,0.05,2024-04-01,13-24,186,0.7857142857142857,484.12,Medium,2024-04,
C00344,2024-04-14,Basic,26.54,14,0,,billing,5.0,1.0,2025-07-06,Card,Latin America,45-54,Direct,1,0,1,0.019,2024-04-01,13-24,153,0.35714285714285715,364.5,Medium,2024-04,
C01207,2024-04-14,Premium,83.19125,14,0,,billing,17.0,0.0,2025-06-01,Card,North America,25-34,Organic Search,5,2,1,0.029,2024-04-01,13-24,188,1.2142857142857142,1130.9,High,2024-04,
C01296,2024-04-14,Premium,72.91,12,1,2024-10-12,billing,8.0,2.0,2024-11-14,Wallet,Latin America,55+,Direct,2,1,1,0.016,2024-04-01,7-12,387,0.6666666666666666,860.92,High,2024-04,2024-10-01
C01680,2024-04-14,Standard,49.83,6,1,2024-09-29,support issues,12.0,1.0,2024-11-09,PayPal,Europe,35-44,Organic Search,3,1,1,0.088,2024-04-01,4-6,392,2.0,272.67,Medium,2024-04,2024-09-01
C03657,2024-04-14,Premium,83.06,10,1,2024-10-27,billing,14.0,0.0,2024-10-13,Card,Latin America,55+,Partnerships,3,0,1,0.038,2024-04-01,7-12,419,1.4,799.04,High,2024-04,2024-10-01
C04064,2024-04-14,Basic,23.0,6,1,2024-09-11,billing,6.0,0.0,2024-08-29,ACH,Latin America,35-44,Direct,1,0,1,0.121,2024-04-01,4-6,464,1.0,121.3,Low,2024-04,2024-09-01
C05861,2024-04-14,Premium,73.19,14,0,,billing,13.0,0.0,2025-06-06,Wallet,Europe,18-24,Organic Search,4,0,1,0.05,2024-04-01,13-24,183,0.9285714285714286,973.43,High,2024-04,
C06469,2024-04-14,Basic,15.61,13,1,2025-02-02,billing,9.0,3.0,2025-01-05,PayPal,North America,35-44,Organic Search,4,0,1,0.044,2024-04-01,13-24,335,0.6923076923076923,194.0,Low,2024-04,2025-02-01
C07120,2024-04-14,Premium,69.76,14,0,,billing,13.0,3.0,2025-09-06,ACH,North America,18-24,Direct,4,0,1,0.06,2024-04-01,13-24,91,0.9285714285714286,918.04,High,2024-04,
C07444,2024-04-14,Standard,42.46,8,1,2024-07-16,price sensitivity,14.0,2.0,2024-06-29,Card,Europe,35-44,Organic Search,2,0,1,0.039,2024-04-01,7-12,525,1.75,326.43,Medium,2024-04,2024-07-01
C00549,2024-04-15,Standard,43.89,14,0,,billing,9.0,1.0,2025-06-06,Card,North America,18-24,Paid Ads,4,0,1,0.015,2024-04-01,13-24,183,0.6428571428571429,605.24,High,2024-04,
C00803,2024-04-15,Basic,18.82,7,1,2024-09-09,competitor,7.0,2.0,2024-06-08,Card,North America,25-34,Referral,3,1,1,0.0,2024-04-01,7-12,546,1.0,131.74,Low,2024-04,2024-09-01
C01460,2024-04-15,Basic,20.43,14,0,,billing,8.0,1.0,2025-05-31,Card,North America,45-54,Direct,1,0,1,0.045,2024-04-01,13-24,189,0.5714285714285714,273.15,Medium,2024-04,
C01583,2024-04-15,Basic,19.54,4,1,2024-07-28,competitor,4.0,2.0,2024-03-07,Card,North America,55+,Paid Ads,0,1,1,0.016,2024-04-01,4-6,639,1.0,76.91,Low,2024-04,2024-07-01
C02876,2024-04-15,Premium,83.19125,14,0,,billing,12.0,0.0,2025-03-06,Card,APAC,25-34,Paid Ads,5,1,1,0.026,2024-04-01,13-24,275,0.8571428571428571,1134.4,High,2024-04,
C03654,2024-04-15,Standard,38.86,14,0,,billing,11.0,0.0,2025-11-06,Card,North America,25-34,Direct,2,0,1,0.016,2024-04-01,13-24,30,0.7857142857142857,535.34,High,2024-04,
C06814,2024-04-15,Basic,18.11,12,1,2024-12-15,competitor,6.0,4.0,2024-11-09,Card,Europe,35-44,Paid Ads,1,0,1,0.002,2024-04-01,7-12,392,0.5,216.89,Medium,2024-04,2024-12-01
C01165,2024-04-16,Basic,17.71,8,1,2024-11-23,competitor,4.0,3.0,2024-10-25,Card,Latin America,55+,Organic Search,3,0,1,0.029,2024-04-01,7-12,407,0.5,137.57,Low,2024-04,2024-11-01
C01720,2024-04-16,Basic,20.09,14,1,2024-11-20,billing,5.0,1.0,2024-10-16,Card,North America,25-34,Organic Search,3,0,1,0.0,2024-04-01,13-24,416,0.35714285714285715,281.26,Medium,2024-04,2024-11-01
C02264,2024-04-16,Standard,32.77,6,1,2024-09-27,billing,10.0,2.0,2024-09-22,Card,Europe,35-44,Paid Ads,1,0,1,0.15387499999999998,2024-04-01,4-6,440,1.6666666666666667,166.37,Low,2024-04,2024-09-01
C03421,2024-04-16,Standard,32.46,14,0,,billing,13.0,1.0,2025-10-06,ACH,Europe,35-44,Email,3,0,1,0.0,2024-04-01,13-24,61,0.9285714285714286,454.44,Medium,2024-04,
C04685,2024-04-16,Standard,49.96,8,1,2024-01-11,billing,11.0,1.0,2024-10-08,PayPal,North America,55+,Direct,5,0,1,0.01,2024-04-01,7-12,424,1.375,395.68,Medium,2024-04,2024-01-01
C05128,2024-04-16,Standard,40.87,14,0,,billing,9.0,0.0,2025-07-06,PayPal,North America,35-44,Partnerships,3,0,1,0.051,2024-04-01,13-24,153,0.6428571428571429,543.0,High,2024-04,
C05441,2024-04-16,Standard,43.59,14,0,,billing,11.0,1.0,2025-06-13,PayPal,North America,25-34,Direct,1,0,1,0.15387499999999998,2024-04-01,13-24,176,0.7857142857142857,516.36,High,2024-04,
C05825,2024-04-16,Basic,12.2,5,1,2024-07-07,competitor,8.0,3.0,2024-06-14,Card,Europe,35-44,Organic Search,2,1,1,0.044,2024-04-01,4-6,540,1.6,58.32,Low,2024-04,2024-07-01
C06769,2024-04-16,Standard,26.59,14,0,,billing,10.0,2.0,2025-06-09,PayPal,Latin America,25-34,Paid Ads,1,0,1,0.072,2024-04-01,13-24,180,0.7142857142857143,345.46,Medium,2024-04,
C07265,2024-04-16,Premium,72.67,14,0,,billing,15.0,0.0,2025-06-15,Card,Europe,25-34,Referral,4,0,1,0.078,2024-04-01,13-24,174,1.0714285714285714,938.02,High,2024-04,
C00717,2024-04-17,Basic,20.0,14,0,,billing,8.0,0.0,2025-06-05,Card,Latin America,25-34,Organic Search,0,0,1,0.079,2024-04-01,13-24,184,0.5714285714285714,257.88,Medium,2024-04,
C01916,2024-04-17,Standard,36.95,14,0,,billing,13.0,0.0,2025-09-06,Card,Latin America,18-24,Partnerships,4,0,1,0.037,2024-04-01,13-24,91,0.9285714285714286,498.16,High,2024-04,
C03901,2024-04-17,Premium,76.37,14,0,,billing,16.0,0.0,2025-06-01,Card,North America,25-34,Partnerships,5,0,1,0.009,2024-04-01,13-24,188,1.1428571428571428,1059.56,High,2024-04,
C05459,2024-04-17,Basic,18.47,13,1,2025-03-14,billing,4.0,3.0,2025-02-14,PayPal,Latin America,18-24,Organic Search,1,0,1,0.136,2024-04-01,13-24,295,0.3076923076923077,207.46,Medium,2024-04,2025-03-01
C05910,2024-04-17,Basic,12.88,9,1,2024-10-31,billing,5.0,0.0,2024-09-30,Card,Europe,25-34,Organic Search,2,0,1,0.0,2024-04-01,7-12,432,0.5555555555555556,115.92,Low,2024-04,2024-10-01
C06466,2024-04-17,Standard,43.45,14,0,,billing,13.0,0.0,2025-06-10,Card,Latin America,35-44,Organic Search,1,0,1,0.002,2024-04-01,13-24,179,0.9285714285714286,607.08,High,2024-04,
C07225,2024-04-17,Standard,38.79,14,0,,billing,13.0,1.0,2025-06-16,ACH,Latin America,18-24,Organic Search,3,0,1,0.075,2024-04-01,13-24,173,0.9285714285714286,502.33,High,2024-04,
