customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct 
C03496,04/29/2024,Premium,97.42,14,0,,,16,0.0,"Jun 22, 2025",Card,APAC,35-44,Paid Ads,5,0,1,0.071
C03497,"Apr 04, 2023",Premium,59.99,26,0,,,14,1.0,05/30/2025,Card,North America,55+,Organic Search,4,0,1,0.044
C03498,10-03-2024,Basic,9.99,15,1,2024-12-04,no usage,3,2.0,"Nov 27, 2024",Card,Europe,18-24,Paid Ads,1,2,1,0.012
C03499,2023-04-23,Standard,42.83,18,1,2024-04-01,billing,9,1.0,03/09/2024,Card,APAC,55+,Email,4,0,1,0.241
C03500,"Feb 14, 2024",Standard,35.4,16,0,,,10,0.0,06/10/2025,Card,APAC,55+,Direct,1,0,1,0.016
C03501,25-02-2023,Standard,30.42,28,0,,,11,0.0,"Jun 18, 2025",Card,North America,55+,Referral,5,1,1,0.04
C03502,08/07/2024,Standard,39.65,10,0,,,13,2.0,"May 24, 2025",Card,North America,18-24,Partnerships,5,0,1,0.077
C03503,11-10-2023,Premium,74.51,20,0,,,16,0.0,06/02/2025,Card,North America,35-44,Direct,5,0,1,0.071
C03504,2023-07-03,Standard,31.34,23,0,,,10,1.0,"May 23, 2025",ACH,APAC,45-54,Partnerships,4,0,1,0.252
C03505,2023-01-16,Standard,38.5,29,0,,,16,0.0,2025-06-03,PayPal,APAC,25-34,Direct,5,0,1,0.013
C03506,20-03-2025,Basic,21.27,3,1,"Apr 27, 2025",billing,8,2.0,2025-04-01,Card,APAC,35-44,Partnerships,3,0,1,0.031
C03507,2025-02-02,Standard,40.05,4,0,,,15,1.0,2025-05-24,ACH,North America,25-34,Direct,4,0,1,0.244
C03508,2025-01-10,Premium,80.83,5,0,,,14,1.0,2025-06-01,Card,APAC,18-24,Paid Ads,3,0,1,0.054
C03509,2023-02-23,Standard,41.66,28,0,,,11,0.0,06/22/2025,PayPal,North America,45-54,Organic Search,4,0,1,0.061
C03510,2023-11-15,Basic,12.23,19,0,,,7,3.0,2025-06-06,Card,Europe,55+,Organic Search,3,0,1,0.05
C03511,2025-06-04,Premium,78.49,1,1,2025-06-27,competitor,15,2.0,06/04/2025,Card,North America,18-24,Referral,2,0,1,0.049
C03512,"Jun 11, 2024",Premium,81.4,12,0,,,18,0.0,2025-06-04,Card,Europe,18-24,Email,5,0,1,0.025
C03513,2023-04-28,Standard,36.73,19,1,01-04-2024,billing,9,0.0,2024-03-22,Card,Europe,35-44,Direct,5,0,1,0.036
C03514,2023-05-09,Basic,15.68,23,1,03-08-2024,support issues,9,2.0,07/21/2024,Card,North America,18-24,Partnerships,2,0,1,0.079
C03515,08/28/2023,Standard,34.52,22,0,,,13,1.0,06/13/2025,Card,North America,35-44,Direct,5,0,1,0.073
C03516,05-06-2025,Basic,17.83,1,0,,,6,1.0,2025-06-17,ACH,APAC,35-44,Email,2,0,1,0.057
C03517,06/04/2023,Basic,22.66,24,0,,,9,2.0,27-05-2025,,North America,25-34,Direct,4,0,1,0.069
C03518,04/03/2025,Standard,48.16,2,0,,,7,2.0,05/25/2025,Card,Europe,45-54,Paid Ads,3,0,1,0.057
C03519,10-09-2024,Premium,92.23,9,0,,,17,0.0,2025-06-06,PayPal,North America,18-24,Referral,3,0,1,0.051
C03520,"Apr 20, 2025",Basic,12.76,2,1,05/15/2025,product dissatisfaction,5,3.0,20-04-2025,Card,North America,25-34,Paid Ads,0,1,1,0.061
C03521,01/23/2025,Premium,69.61,5,0,,,15,0.0,2025-06-11,Card,North America,45-54,Organic Search,3,0,1,0.02
C03522,10/30/2023,Premium,85.57,20,0,,,20,1.0,21-06-2025,Card,Latin America,18-24,Organic Search,5,1,1,0.077
C03523,25-01-2025,Basic,24.2,1,1,2025-02-21,billing,7,0.0,25-01-2025,Card,Europe,25-34,Paid Ads,1,2,1,0.082
C03524,2023-06-04,Basic,15.13,15,1,19-02-2024,price sensitivity,7,3.0,2024-01-10,PayPal,North America,35-44,Organic Search,5,0,1,0.004
C03525,09/23/2023,Standard,40.1,21,0,,,12,0.0,06/09/2025,Card,APAC,25-34,Organic Search,3,0,1,0.015
C03526,13-07-2023,Standard,32.21,23,0,,,9,1.0,06/01/2025,Card,North America,35-44,Email,2,0,1,0.053
C03527,"May 02, 2023",Basic,20.11,20,1,11/16/2024,no usage,1,1.0,"Oct 07, 2024",PayPal,Latin America,45-54,Paid Ads,0,0,1,0.053
C03528,24-03-2023,Standard,35.14,27,0,,,14,0.0,2025-06-01,PayPal,North America,25-34,Partnerships,4,1,1,0.043
C03529,2023-06-20,Standard,40.1,24,0,,,11,1.0,2025-06-16,ACH,APAC,25-34,Organic Search,5,0,1,0.04
C03530,2023-04-20,Standard,31.73,26,0,,,12,2.0,06/17/2025,Card,North America,18-24,Email,3,0,1,0.051
C03531,"Dec 13, 2023",Standard,29.2,18,0,,,15,1.0,2025-06-06,Card,Europe,35-44,Direct,2,0,1,0.058
C03532,2023-03-07,Basic,31.39,21,1,2023-11-13,price sensitivity,9,3.0,2023-10-17,Wallet,Latin America,25-34,Email,4,0,1,0.016
C03533,02/25/2023,Basic,19.28,18,1,"May 10, 2024",product dissatisfaction,6,4.0,03/26/2024,Card,Europe,45-54,Referral,3,1,1,0.056
C03534,21-06-2025,Basic,27.54,1,1,"Jun 30, 2025",competitor,7,2.0,06/21/2025,Wallet,APAC,18-24,Direct,3,0,1,0.252
C03535,2023-03-21,Premium,94.09,21,1,"Apr 17, 2024",billing,14,,29-03-2024,ACH,North America,45-54,Paid Ads,3,0,1,0.048
C03536,"Mar 09, 2023",Premium,62.64,17,1,06-07-2024,billing,16,1.0,06/22/2024,PayPal,Europe,45-54,Referral,2,1,1,0.03
C03537,2023-01-28,Standard,41.17,29,0,,,12,3.0,2025-06-14,Card,APAC,45-54,Direct,5,0,1,0.075
C03538,05/01/2023,Basic,13.82,16,1,01-08-2024,support issues,5,0.0,2024-07-14,Wallet,APAC,45-54,Organic Search,4,1,1,0.027
C03539,04/26/2024,Standard,37.22,14,0,,,11,2.0,2025-06-13,PayPal,Europe,25-34,Organic Search,3,0,1,0.25
C03540,2025-01-24,Basic,11.46,4,1,04/27/2025,no usage,11,2.0,2025-03-24,PayPal,Europe,25-34,Partnerships,5,0,1,0.028
C03541,11/01/2024,Basic,12.7,7,0,,,4,2.0,2025-05-24,Wallet,Latin America,25-34,Organic Search,1,0,1,0.028
C03542,"Jun 13, 2024",Basic,15.58,12,1,11-05-2025,competitor,4,0.0,24-04-2025,PayPal,Latin America,25-34,Direct,0,0,1,0.029
C03543,19-03-2023,Premium,73.54,17,1,2024-05-02,billing,11,2.0,"Apr 10, 2024",Card,APAC,35-44,Organic Search,5,0,1,0.049
C03544,2024-12-07,Basic,19.16,6,1,2025-05-01,billing,4,3.0,2025-03-31,ACH,APAC,35-44,Paid Ads,0,1,1,0.029
C03545,02/03/2023,Standard,32.78,17,1,2023-11-12,,11,2.0,2023-10-18,PayPal,Europe,25-34,Paid Ads,2,0,1,0.012
C03546,29-07-2024,Premium,80.49,8,1,2024-11-17,billing,11,1.0,"Nov 02, 2024",ACH,Latin America,55+,Referral,2,0,1,0.013
C03547,"Jan 09, 2024",Standard,45.81,17,0,,,11,0.0,"May 31, 2025",Card,Europe,35-44,Partnerships,2,0,1,0.042
C03548,"Mar 15, 2025",Basic,20.1,2,1,"Apr 22, 2025",price sensitivity,11,0.0,"Mar 23, 2025",Card,North America,25-34,Partnerships,2,0,1,0.035
C03549,10/08/2023,Premium,78.33,20,0,,,16,0.0,2025-05-30,PayPal,APAC,25-34,Organic Search,5,0,1,0.282
C03550,2024-08-05,Standard,41.05,10,0,,,12,3.0,31-05-2025,Card,Europe,35-44,Paid Ads,2,0,1,0.183
C03551,02/06/2024,Standard,30.39,16,0,,,12,1.0,2025-05-24,ACH,North America,25-34,Partnerships,1,0,1,0.021
C03552,2024-04-21,Standard,44.71,14,0,,,11,2.0,2025-06-13,Card,Latin America,25-34,Organic Search,5,1,1,0.055
C03553,2025-05-06,Premium,67.02,1,1,2025-05-30,competitor,13,0.0,"May 10, 2025",PayPal,North America,35-44,Organic Search,1,0,1,0.055
C03554,10/12/2024,Standard,48.31,8,0,,,14,0.0,"Jun 05, 2025",Card,North America,35-44,Referral,5,0,1,0.162
C03555,2024-01-14,Standard,43.62,17,0,,,11,1.0,2025-06-13,Card,Europe,25-34,Partnerships,3,0,1,0.24
C03556,02/13/2024,Standard,42.34,13,1,2024-12-12,price sensitivity,11,1.0,2024-11-21,Card,Latin America,25-34,Paid Ads,4,0,1,0.018
C03557,04-10-2024,Basic,21.4,8,0,,,9,1.0,25-05-2025,ACH,Europe,25-34,Organic Search,2,0,1,0.077
C03558,2023-11-12,Standard,38.99,19,0,,,11,1.0,"Jun 04, 2025",PayPal,North America,25-34,Email,0,0,1,0.074
C03559,2023-06-03,Basic,15.85,13,1,01/07/2024,competitor,8,3.0,"Nov 28, 2023",Card,Europe,25-34,Email,4,0,1,0.14
C03560,03/02/2024,Basic,15.23,15,0,,,7,2.0,2025-05-18,,North America,45-54,Direct,4,0,1,0.012
C03561,"Mar 04, 2023",Basic,26.01,27,0,,,6,3.0,2025-05-23,Card,APAC,35-44,Direct,5,0,1,0.056
C03562,06/04/2023,Basic,19.41,24,0,,,8,1.0,26-05-2025,Card,North America,25-34,Email,1,0,1,0.042
C03563,19-01-2024,Basic,14.54,17,0,,,10,3.0,06/12/2025,PayPal,APAC,55+,Direct,2,0,1,0.06
C03564,12/27/2024,Standard,42.1,6,0,,,12,0.0,2025-06-20,ACH,North America,35-44,Partnerships,5,0,1,0.144
C03565,2024-12-13,Basic,20.37,6,0,,,6,4.0,"Jun 06, 2025",Card,North America,18-24,Referral,1,0,1,0.072
C03566,"Aug 26, 2023",Basic,17.68,13,1,25-06-2024,billing,6,1.0,2024-05-15,Card,Europe,45-54,Organic Search,1,0,1,0.009
C03567,01/20/2024,Premium,70.02,17,0,,,14,2.0,17-06-2025,ACH,Latin America,45-54,Partnerships,5,1,1,0.04
C03568,21-05-2023,Premium,86.36,25,0,,,23,0.0,2025-06-12,Card,APAC,35-44,Direct,5,0,1,0.078
C03569,11/19/2024,Standard,44.68,7,0,,,12,1.0,2025-06-12,Card,Europe,25-34,Paid Ads,5,0,1,0.287
C03570,13-08-2023,Basic,20.29,13,1,03-01-2024,support issues,6,1.0,18-12-2023,PayPal,North America,45-54,Direct,3,0,1,0.047
C03571,2024-12-30,Basic,19.29,6,0,,,12,1.0,2025-06-25,PayPal,North America,18-24,Partnerships,1,0,1,0.016
C03572,2025-02-06,Basic,15.87,4,0,,,6,0.0,2025-05-28,Card,Europe,25-34,Paid Ads,3,0,1,0.006
C03573,20-09-2024,Basic,20.92,9,0,,,10,2.0,17-06-2025,Card,Europe,45-54,Direct,2,1,1,0.05
C03574,2023-10-29,Premium,72.65,15,1,"Dec 04, 2024",billing,15,0.0,2024-11-11,Card,APAC,45-54,Organic Search,5,0,1,0.03
C03575,05/19/2025,Standard,31.37,1,1,06/05/2025,billing,7,2.0,2025-05-19,PayPal,Europe,35-44,Direct,4,1,1,0.059
C03576,2024-09-17,Basic,23.5,2,1,2024-11-11,no usage,7,4.0,2024-10-05,Card,Latin America,18-24,Email,2,0,1,0.029
C03577,08/12/2024,Premium,68.7,10,0,,,17,0.0,"Jun 05, 2025",Card,APAC,25-34,Partnerships,4,0,1,0.222
C03578,2025-02-20,Standard,27.62,4,0,,,12,1.0,"Jun 21, 2025",Card,North America,45-54,Partnerships,2,0,1,0.195
C03579,"Mar 14, 2025",Basic,24.24,1,1,03-04-2025,billing,6,2.0,"Mar 14, 2025",Card,Europe,45-54,Direct,0,0,1,0.052
C03580,2023-03-12,Standard,28.53,27,0,,,11,0.0,2025-05-30,Card,APAC,45-54,Referral,3,0,1,0.072
C03581,2025-03-14,Basic,17.44,3,0,,,10,1.0,09-06-2025,Wallet,Europe,18-24,Direct,3,0,1,0.056
C03582,11/28/2024,Premium,68.04,7,0,,,16,1.0,2025-06-11,Card,Europe,55+,Paid Ads,5,0,1,0.001
C03583,"Jul 08, 2023",Basic,16.1,23,0,,,7,1.0,05/27/2025,Card,APAC,25-34,Referral,1,0,1,0.066
C03584,"Oct 08, 2023",Standard,52.34,20,0,,,8,1.0,"May 28, 2025",Card,North America,25-34,Referral,1,0,1,0.218
C03585,11/17/2024,Basic,18.59,3,1,2025-01-18,billing,5,0.0,2024-12-14,Card,APAC,45-54,Referral,1,0,1,0.001
C03586,2023-07-17,Premium,82.6,23,0,,,15,0.0,2025-06-12,Card,Europe,25-34,Paid Ads,4,0,1,0.064
C03587,2024-02-17,Standard,43.74,16,0,,,12,0.0,"Jun 12, 2025",,Europe,35-44,Paid Ads,4,0,1,0.062
C03588,2024-09-20,Standard,35.12,9,0,,,7,4.0,2025-06-12,Card,North America,35-44,Paid Ads,1,1,1,0.08
C03589,2024-08-16,Basic,23.3,10,0,,,8,1.0,"Jun 05, 2025",Card,Europe,45-54,Organic Search,2,0,1,0.067
C03590,2025-04-09,Premium,82.76,2,0,,,18,1.0,05/27/2025,Card,North America,18-24,Referral,3,0,1,0.062
C03591,04/12/2023,Standard,43.52,26,0,,,14,1.0,2025-06-07,Card,North America,18-24,Organic Search,5,0,1,0.057
C03592,"Sep 27, 2023",Basic,16.1,7,1,2024-03-05,billing,6,2.0,2024-01-28,Wallet,Europe,35-44,Email,2,1,1,0.04
C03593,06/17/2025,Premium,83.44,1,1,06/30/2025,competitor,13,2.0,17-06-2025,Wallet,North America,45-54,Organic Search,4,0,1,0.014
C03594,"Jun 02, 2024",Basic,18.96,12,0,,,8,3.0,06/01/2025,Card,Europe,55+,Partnerships,3,0,1,0.036
C03595,2023-08-15,Basic,23.52,20,1,2024-10-20,billing,1,7.0,18-08-2024,Card,North America,25-34,Organic Search,4,4,1,0.013
C03596,"Sep 22, 2023",Standard,35.76,17,1,"Mar 24, 2024",billing,12,0.0,02/20/2024,ACH,North America,45-54,Partnerships,2,0,1,0.225
C03597,"Nov 06, 2023",Basic,27.13,8,1,27-04-2024,,7,0.0,2024-04-16,Card,North America,25-34,Direct,1,0,1,0.15
C03598,20-05-2024,Standard,41.03,13,0,,,12,,2025-06-06,PayPal,Europe,25-34,Email,5,0,1,0.02
C03599,2023-09-17,Basic,18.5,21,0,,,6,3.0,2025-06-15,Card,North America,18-24,Partnerships,4,1,1,0.29
C03600,21-07-2024,Basic,18.03,5,1,"Nov 25, 2024",billing,8,2.0,11/12/2024,Card,North America,25-34,Direct,4,1,1,0.003
C03601,2024-02-11,Basic,18.97,16,0,,,9,1.0,2025-06-11,Card,Europe,25-34,Organic Search,1,0,1,0.039
C03602,10-07-2024,Basic,16.49,11,0,,,6,0.0,2025-06-01,PayPal,Latin America,25-34,Referral,1,1,1,0.059
C03603,2023-05-22,Premium,85.67,16,1,2024-09-02,no usage,9,3.0,2024-07-31,Card,Latin America,25-34,Paid Ads,4,0,1,0.069
C03604,2024-07-22,Standard,38.93,5,1,"Oct 18, 2024",billing,7,2.0,2024-10-03,ACH,North America,45-54,Email,2,0,1,
C03605,04/23/2025,Standard,50.66,2,0,,,10,0.0,2025-06-12,ACH,APAC,25-34,Partnerships,4,0,1,0.064
C03606,04-05-2023,Basic,17.27,25,0,,,6,1.0,2025-05-22,Card,Europe,45-54,Paid Ads,2,0,1,0.071
C03607,2023-10-26,Standard,38.28,19,1,2025-04-01,competitor,8,1.0,2025-03-14,Card,Europe,45-54,Direct,5,0,1,0.012
C03608,2024-09-24,Basic,17.26,6,1,2025-01-18,product dissatisfaction,10,3.0,"Dec 27, 2024",Card,North America,25-34,Paid Ads,1,0,1,0.004
C03609,2024-07-17,Basic,26.48,11,1,26-04-2025,billing,7,0.0,2025-04-21,Card,North America,45-54,Direct,3,0,1,0.016
C03610,2024-09-07,Standard,30.33,9,0,,,11,2.0,06/05/2025,Card,Europe,25-34,Direct,3,0,1,0.055
C03611,"May 25, 2024",Standard,39.56,13,0,,,16,0.0,2025-06-14,Card,North America,18-24,Referral,5,0,1,0.015
C03612,"Sep 14, 2024",Standard,40.88,9,0,,,10,0.0,07-06-2025,PayPal,Latin America,35-44,Partnerships,1,0,1,0.083
C03613,2024-07-09,Premium,67.72,11,0,,,17,0.0,2025-06-06,ACH,North America,35-44,Organic Search,5,0,1,0.169
C03614,"Mar 09, 2023",Premium,105.43,27,0,,,16,0.0,05-06-2025,Card,North America,25-34,Partnerships,5,0,1,0.058
C03615,2024-11-16,Basic,15.28,7,0,,,5,0.0,04-06-2025,PayPal,North America,55+,Direct,1,0,1,0.041
C03616,2024-02-12,Basic,19.13,11,1,30-08-2024,no usage,7,0.0,07/24/2024,ACH,North America,45-54,Paid Ads,1,0,1,0.112
C03617,02/16/2023,Basic,25.74,23,1,"May 19, 2024",competitor,7,1.0,"Apr 10, 2024",ACH,Europe,25-34,Paid Ads,2,0,1,0.069
C03618,09-01-2024,Standard,36.75,17,0,,,17,1.0,2025-05-23,Card,North America,18-24,Organic Search,2,0,1,0.244
C03619,"Feb 01, 2024",Premium,80.44,14,1,18-10-2024,billing,15,0.0,"Sep 11, 2024",Card,Europe,45-54,Direct,4,0,1,0.021
C03620,2023-03-21,Premium,75.55,27,0,,,14,0.0,06/15/2025,Card,North America,55+,Email,4,0,1,0.007
C03621,2025-06-27,Basic,18.79,1,1,2025-06-30,price sensitivity,9,1.0,27-06-2025,Card,Europe,35-44,Organic Search,4,0,1,0.043
C03622,2023-07-22,Premium,89.81,23,0,,,14,1.0,2025-06-11,Card,APAC,45-54,Organic Search,5,0,1,0.286
C03623,2023-10-29,Standard,36.47,20,0,,,12,1.0,24-06-2025,Card,APAC,35-44,Referral,4,0,1,0.054
C03624,2024-02-07,Premium,52.46,16,0,,,12,0.0,05/27/2025,PayPal,Europe,25-34,Paid Ads,1,0,1,
C03625,29-01-2025,Standard,38.8,4,1,03/19/2025,no usage,9,2.0,16-02-2025,Wallet,Europe,55+,Paid Ads,2,0,1,0.062
C03626,11/08/2024,Basic,19.25,7,0,,,5,1.0,05/25/2025,Card,Latin America,35-44,Direct,1,0,1,0.042
C03627,2024-12-04,Basic,19.78,6,1,13-03-2025,billing,3,4.0,2025-02-19,Card,APAC,35-44,Paid Ads,0,0,1,0.109
C03628,08/05/2023,Premium,77.17,22,0,,,20,0.0,"Jun 03, 2025",Card,Europe,35-44,Partnerships,5,0,1,0.066
C03629,2025-02-10,Standard,33.82,4,1,2025-04-08,billing,7,6.0,"Mar 10, 2025",PayPal,North America,35-44,Paid Ads,0,0,1,0.035
C03630,2025-01-26,Basic,18.02,5,1,2025-06-08,price sensitivity,3,1.0,2025-05-21,Card,Latin America,18-24,Direct,2,0,1,0.011
C03631,2024-02-28,Basic,26.06,9,1,"Nov 05, 2024",billing,4,1.0,2024-10-21,PayPal,North America,35-44,Paid Ads,1,1,1,0.071
C03632,"May 12, 2024",Basic,18.83,12,1,"Oct 01, 2024",support issues,4,3.0,09/04/2024,PayPal,Latin America,18-24,Paid Ads,2,1,1,0.016
C03633,03-02-2023,Premium,85.53,28,0,,,19,0.0,05/24/2025,Card,North America,25-34,Referral,5,0,1,0.013
C03634,2024-11-24,Basic,14.87,3,1,"Feb 01, 2025",price sensitivity,7,1.0,24-12-2024,PayPal,North America,18-24,Direct,1,0,1,0.015
C03635,26-05-2025,Basic,17.83,1,1,2025-06-17,competitor,7,1.0,2025-05-26,Card,Latin America,25-34,Email,2,0,1,0.017
C03636,2024-03-06,Standard,33.0,9,1,2024-10-24,price sensitivity,8,2.0,2024-09-30,Card,Latin America,55+,Organic Search,3,0,1,0.022
C03637,05/07/2024,Standard,46.76,13,0,,,14,1.0,2025-05-29,PayPal,Europe,18-24,Referral,3,1,1,0.186
C03638,"Mar 31, 2024",Basic,12.78,15,0,,,7,4.0,2025-06-30,Card,APAC,25-34,Direct,1,0,1,0.017
C03639,2023-03-17,Basic,20.49,27,0,,,9,2.0,2025-05-29,Card,APAC,45-54,Organic Search,4,0,1,0.069
C03640,07/19/2024,Basic,20.36,9,1,2024-11-05,billing,0,2.0,2024-10-13,Card,Europe,45-54,Partnerships,0,3,1,0.034
C03641,10/19/2024,Basic,20.1,1,1,11/16/2024,no usage,7,2.0,2024-10-19,ACH,APAC,45-54,Paid Ads,2,2,1,0.038
C03642,"Apr 26, 2025",Basic,9.99,2,1,2025-06-20,no usage,8,2.0,06/06/2025,Card,North America,55+,Partnerships,3,2,1,0.055
C03643,27-04-2025,Basic,10.91,2,0,,,9,3.0,06/15/2025,Card,North America,35-44,Referral,2,1,1,0.005
C03644,2024-03-24,Standard,39.7,10,1,"Sep 24, 2024",billing,10,1.0,2024-08-23,ACH,APAC,45-54,Organic Search,5,1,1,0.025
C03645,"May 24, 2025",Premium,69.77,1,1,2025-06-17,billing,15,0.0,"May 24, 2025",Card,Europe,25-34,Direct,5,0,1,0.055
C03646,2024-04-27,Premium,72.57,14,0,,,17,0.0,22-06-2025,Card,APAC,25-34,Organic Search,5,0,1,0.031
C03647,2024-08-08,Basic,17.3,6,1,"Jan 26, 2025",billing,8,4.0,2024-12-30,Card,North America,25-34,Direct,0,0,1,0.007
C03648,"Jul 03, 2024",Basic,14.79,7,1,12/24/2024,price sensitivity,9,3.0,2024-11-20,Card,North America,45-54,Partnerships,1,0,1,0.039
C03649,"Jun 29, 2025",Premium,66.75,1,0,,,12,1.0,29-06-2025,PayPal,North America,35-44,Referral,5,0,1,0.017
C03650,2024-11-03,Standard,39.0,7,0,,,7,0.0,2025-05-25,Card,Europe,45-54,Paid Ads,1,1,1,0.176
C03651,2023-04-20,Standard,27.56,26,0,,,11,1.0,06/12/2025,Card,APAC,35-44,Referral,3,0,1,0.01
C03652,2023-03-07,Basic,16.98,27,0,,,9,4.0,05/25/2025,PayPal,Europe,45-54,Referral,0,0,1,0.006
C03653,09-01-2024,Basic,16.33,17,0,,,10,0.0,06/03/2025,Card,North America,18-24,Direct,4,0,1,0.045
C03654,15-04-2024,Standard,38.86,14,0,,,11,0.0,2025-06-11,Card,North America,25-34,Direct,2,0,1,0.016
C03655,"Sep 01, 2024",Standard,53.32,7,1,11/22/2024,billing,10,2.0,"Oct 23, 2024",Card,North America,35-44,Paid Ads,2,0,1,0.069
C03656,03/15/2024,Basic,15.07,9,1,09/10/2024,competitor,8,1.0,2024-08-11,Card,Latin America,18-24,Direct,2,1,1,0.16
C03657,2024-04-14,Premium,83.06,10,1,10/27/2024,billing,14,0.0,13-10-2024,Card,Latin America,55+,Partnerships,3,0,1,0.038
C03658,20-04-2025,Standard,40.32,2,0,,,10,2.0,2025-06-16,PayPal,North America,25-34,Direct,3,0,1,0.06
C03659,2023-11-02,Standard,42.36,12,1,24-05-2024,billing,16,0.0,2024-05-04,Card,Europe,18-24,Paid Ads,4,0,1,0.283
C03660,03/26/2024,Basic,18.15,11,1,"Jan 08, 2025",support issues,5,3.0,2024-12-04,PayPal,Latin America,35-44,Referral,4,0,1,0.08
C03661,23-05-2024,Standard,47.65,12,1,2025-05-14,billing,7,0.0,26-04-2025,PayPal,North America,25-34,Referral,1,0,1,0.061
C03662,03-03-2024,Standard,43.11,15,0,,,12,0.0,2025-05-22,Card,Europe,35-44,Partnerships,5,0,1,0.027
C03663,2025-06-01,Basic,21.8,1,1,28-06-2025,support issues,9,2.0,2025-06-01,ACH,Europe,25-34,Partnerships,0,1,1,0.038
C03664,2025-05-27,Standard,30.51,1,0,,,18,0.0,"Jun 20, 2025",ACH,Europe,25-34,Partnerships,3,0,1,0.012
C03665,2024-04-12,Standard,39.58,9,1,2024-08-30,billing,9,0.0,2024-08-19,Wallet,North America,45-54,Organic Search,2,0,1,0.28
C03666,02/15/2024,Premium,73.9,16,0,,,15,0.0,"Jun 10, 2025",ACH,North America,25-34,Direct,5,0,1,0.025
C03667,06/21/2024,Basic,15.55,8,1,11/21/2024,price sensitivity,5,0.0,2024-11-07,Card,Latin America,35-44,Partnerships,0,0,1,0.195
C03668,2023-06-14,Premium,72.74,24,0,,,15,0.0,05/28/2025,Card,North America,25-34,Organic Search,4,0,1,0.062
C03669,2024-01-24,Standard,38.66,17,0,,,9,1.0,2025-06-21,ACH,APAC,35-44,Organic Search,5,0,1,0.064
C03670,2023-07-17,Basic,20.83,17,1,2024-11-11,price sensitivity,8,0.0,2024-10-15,ACH,Europe,25-34,Organic Search,2,0,1,0.029
C03671,12-05-2023,Basic,22.93,23,1,"May 27, 2024",support issues,8,3.0,2024-04-26,Card,Europe,18-24,Direct,3,0,1,0.071
C03672,"Mar 28, 2023",Basic,22.74,20,1,2024-01-31,no usage,2,2.0,2024-01-01,PayPal,Latin America,45-54,Paid Ads,4,1,1,0.195
C03673,2024-06-19,Basic,20.17,12,1,"Jan 16, 2025",no usage,3,2.0,2024-12-20,Card,Europe,35-44,Organic Search,2,4,1,0.076
C03674,2023-01-01,Standard,39.33,23,1,2024-05-30,no usage,8,2.0,18-05-2024,Wallet,North America,55+,Referral,5,0,1,0.141
C03675,"Aug 12, 2024",Standard,37.05,10,0,,,5,1.0,2025-05-28,Card,North America,45-54,Partnerships,3,0,1,0.265
C03676,2024-01-29,Basic,18.01,14,1,2024-09-14,competitor,8,2.0,2024-08-17,Card,Latin America,35-44,Partnerships,3,0,1,0.007
C03677,2023-12-01,Premium,71.2,18,0,,,15,1.0,"May 15, 2025",Card,Europe,18-24,Direct,5,0,1,0.176
C03678,12/02/2024,Basic,17.29,6,1,"May 17, 2025",price sensitivity,5,2.0,22-04-2025,Wallet,APAC,45-54,Email,2,0,1,0.029
C03679,2024-05-06,Standard,41.12,13,0,,,10,0.0,2025-06-02,PayPal,Europe,35-44,Direct,2,0,1,0.026
C03680,2024-10-30,Premium,94.4,8,0,,,16,0.0,06/23/2025,Card,Europe,45-54,Partnerships,5,0,1,0.002
C03681,"Oct 09, 2024",Premium,77.5,8,1,"Mar 21, 2025",billing,17,0.0,2025-02-18,PayPal,North America,35-44,Paid Ads,4,1,1,0.104
C03682,2023-01-30,Standard,34.15,29,0,,,15,0.0,06/25/2025,Card,North America,18-24,Partnerships,5,0,1,0.039
C03683,2023-07-16,Standard,44.82,23,0,,,12,0.0,06/05/2025,Card,APAC,45-54,Email,2,0,1,0.272
C03684,06/03/2024,Basic,10.99,12,0,,,9,1.0,2025-06-02,Card,North America,45-54,Direct,2,0,1,0.01
C03685,2025-06-08,Basic,23.17,1,0,,,8,1.0,"Jun 19, 2025",Card,APAC,18-24,Referral,1,0,1,0.055
C03686,"May 21, 2023",Standard,30.4,17,1,2024-07-14,support issues,11,2.0,2024-07-04,Card,North America,35-44,Paid Ads,4,0,1,0.017
C03687,2023-04-07,Basic,21.63,21,1,2024-05-05,billing,10,2.0,2024-04-11,Card,Europe,35-44,Paid Ads,5,0,1,0.125
C03688,"May 08, 2025",Basic,17.1,1,0,,,10,1.0,2025-06-04,Card,North America,35-44,Organic Search,3,0,1,0.015
C03689,2025-05-31,Basic,20.28,1,1,2025-06-16,price sensitivity,7,2.0,05/31/2025,Card,Latin America,55+,Organic Search,2,1,1,0.031
C03690,2023-06-02,Premium,99.83,20,1,"May 15, 2024",billing,17,1.0,03-05-2024,Card,North America,25-34,Paid Ads,5,0,1,0.061
C03691,2024-01-02,Premium,70.62,17,0,,,13,0.0,2025-05-18,Card,Europe,18-24,Organic Search,5,0,1,0.282
C03692,2024-07-25,Premium,68.99,11,0,,,15,1.0,2025-06-13,Card,APAC,25-34,Email,3,0,1,0.282
C03693,2023-06-28,Standard,39.47,24,0,,,8,1.0,2025-06-19,Card,Latin America,55+,Direct,5,1,1,0.074
